pollno,race,year,location,type_simple,type_detail,pollster,partisan,polldate,samplesize,cand1_name,cand1_pct,cand2_name,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,comment
5384596,2008_Pres-G_VA,2008,VA,Pres-G,Pres-G,Public Policy Polling,NA,11/1/08,1557,Democrat,52,Republican,46,NA,6,11/4/08,52.63,46.33,6.3,0.3,-0.3,1,NA
5384597,2008_Pres-G_VA,2008,VA,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,11/1/08,604,Democrat,50.7,Republican,44.6,NA,6.1,11/4/08,52.63,46.33,6.3,0.2,-0.2,1,"previously listed as Zogby Analytics, telephone"
5384598,2008_Pres-G_WA,2008,WA,Pres-G,Pres-G,"Strategic Vision, LLC",NA,11/1/08,800,Democrat,55,Republican,40,NA,15,11/4/08,57.65,40.48,17.17,2.17,-2.17,1,NA
5384599,2008_Pres-G_WA,2008,WA,Pres-G,Pres-G,SurveyUSA,NA,11/1/08,663,Democrat,56,Republican,40,NA,16,11/4/08,57.65,40.48,17.17,1.17,-1.17,1,NA
5384600,2008_Pres-G_WI,2008,WI,Pres-G,Pres-G,"Strategic Vision, LLC",NA,11/1/08,800,Democrat,53,Republican,40,NA,13,11/4/08,56.34,42.41,13.93,0.93,-0.93,1,NA
5384613,2008_Pres-G_AK,2008,AK,Pres-G,Pres-G,American Research Group,NA,11/2/08,600,Democrat,43,Republican,55,NA,-12,11/4/08,37.89,59.42,-21.53,9.53,9.53,1,NA
5384614,2008_Pres-G_AK,2008,AK,Pres-G,Pres-G,Hays Research Group,NA,11/2/08,400,Democrat,43.9,Republican,46.6,NA,-2.7,11/4/08,37.89,59.42,-21.53,18.83,18.83,1,NA
5384615,2008_Pres-G_CO,2008,CO,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,11/2/08,1000,Democrat,51,Republican,47,NA,4,11/4/08,53.66,44.71,8.95,4.95,-4.95,1,NA
5384616,2008_Pres-G_FL,2008,FL,Pres-G,Pres-G,Datamar,NA,11/2/08,657,Democrat,47,Republican,48.2,NA,-1.2,11/4/08,51.03,48.22,2.81,4.01,-4.01,0,NA
5384617,2008_Pres-G_FL,2008,FL,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,11/2/08,1000,Democrat,49,Republican,50,NA,-1,11/4/08,51.03,48.22,2.81,3.81,-3.81,0,NA
5384618,2008_Pres-G_FL,2008,FL,Pres-G,Pres-G,SurveyUSA,NA,11/2/08,691,Democrat,50,Republican,47,NA,3,11/4/08,51.03,48.22,2.81,0.19,0.19,1,NA
5384619,2008_Pres-G_FL,2008,FL,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,11/2/08,600,Democrat,49.2,Republican,48,NA,1.2,11/4/08,51.03,48.22,2.81,1.61,-1.61,1,"previously listed as Zogby Analytics, telephone"
5384620,2008_Pres-G_GA,2008,GA,Pres-G,Pres-G,Opinion Savvy/InsiderAdvantage,NA,11/2/08,512,Democrat,47,Republican,48,NA,-1,11/4/08,46.99,52.2,-5.21,4.21,4.21,1,previously listed as InsiderAdvantage
5384621,2008_Pres-G_IN,2008,IN,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,11/2/08,600,Democrat,45.1,Republican,50.4,NA,-5.3,11/4/08,49.77,48.74,1.03,6.33,-6.33,0,"previously listed as Zogby Analytics, telephone"
5384622,2008_Pres-G_MO,2008,MO,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,11/2/08,1000,Democrat,49,Republican,49,NA,0,11/4/08,49.29,49.43,-0.14,0.14,0.14,0.5,NA
5384623,2008_Pres-G_MO,2008,MO,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,11/2/08,600,Democrat,48.8,Republican,48.8,NA,0,11/4/08,49.29,49.43,-0.14,0.14,0.14,0.5,"previously listed as Zogby Analytics, telephone"
5384624,2008_Pres-G_NC,2008,NC,Pres-G,Pres-G,American Research Group,NA,11/2/08,600,Democrat,49,Republican,48,NA,1,11/4/08,49.7,49.37,0.33,0.67,0.67,1,NA
5384625,2008_Pres-G_NC,2008,NC,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,11/2/08,1000,Democrat,49,Republican,50,NA,-1,11/4/08,49.7,49.37,0.33,1.33,-1.33,0,NA
5384626,2008_Pres-G_NC,2008,NC,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,11/2/08,600,Democrat,49.1,Republican,49.5,NA,-0.4,11/4/08,49.7,49.37,0.33,0.73,-0.73,0,"previously listed as Zogby Analytics, telephone"
5384627,2008_Pres-G_NJ,2008,NJ,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,11/2/08,500,Democrat,57,Republican,42,NA,15,11/4/08,57.27,41.7,15.57,0.57,-0.57,1,NA
5384628,2008_Pres-G_NV,2008,NV,Pres-G,Pres-G,American Research Group,NA,11/2/08,600,Democrat,52,Republican,47,NA,5,11/4/08,55.15,42.65,12.5,7.5,-7.5,1,NA
5384629,2008_Pres-G_NV,2008,NV,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,11/2/08,600,Democrat,53.2,Republican,42.4,NA,10.8,11/4/08,55.15,42.65,12.5,1.7,-1.7,1,"previously listed as Zogby Analytics, telephone"
5384630,2008_Pres-G_OH,2008,OH,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,11/2/08,1000,Democrat,49,Republican,49,NA,0,11/4/08,50.62,46.1,4.52,4.52,-4.52,0.5,NA
5384631,2008_Pres-G_OH,2008,OH,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,11/2/08,600,Democrat,49.4,Republican,47.4,NA,2,11/4/08,50.62,46.1,4.52,2.52,-2.52,1,"previously listed as Zogby Analytics, telephone"
5384632,2008_Pres-G_PA,2008,PA,Pres-G,Pres-G,SurveyUSA,NA,11/2/08,657,Democrat,52,Republican,43,NA,9,11/4/08,54.56,44.23,10.33,1.33,-1.33,1,NA
5384633,2008_Pres-G_PA,2008,PA,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,11/2/08,600,Democrat,51.2,Republican,41.4,NA,9.8,11/4/08,54.56,44.23,10.33,0.53,-0.53,1,"previously listed as Zogby Analytics, telephone"
5384634,2008_Pres-G_US,2008,US,Pres-G,Pres-G,ABC News/Washington Post,NA,11/2/08,2304,Democrat,53,Republican,44,NA,9,11/4/08,52.92,45.66,7.26,1.74,1.74,1,NA
5384635,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Fox News/Opinion Dynamics Corp.,NA,11/2/08,971,Democrat,50,Republican,43,NA,7,11/4/08,52.92,45.66,7.26,0.26,-0.26,1,NA
5384636,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Marist College,NA,11/2/08,635,Democrat,53,Republican,44,NA,9,11/4/08,52.92,45.66,7.26,1.74,1.74,1,NA
5384637,2008_Pres-G_US,2008,US,Pres-G,Pres-G,NBC News/Wall Street Journal,NA,11/2/08,1011,Democrat,51,Republican,43,NA,8,11/4/08,52.92,45.66,7.26,0.74,0.74,1,NA
5384638,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,11/2/08,3000,Democrat,52,Republican,46,NA,6,11/4/08,52.92,45.66,7.26,1.26,-1.26,1,NA
5384639,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Research 2000,NA,11/2/08,1100,Democrat,51,Republican,46,NA,5,11/4/08,52.92,45.66,7.26,2.26,-2.26,1,NA
5384640,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,11/2/08,1226,Democrat,54.1,Republican,42.7,NA,11.4,11/4/08,52.92,45.66,7.26,4.14,4.14,1,"previously listed as Zogby Analytics, telephone"
5384641,2008_Pres-G_VA,2008,VA,Pres-G,Pres-G,American Research Group,NA,11/2/08,600,Democrat,51,Republican,47,NA,4,11/4/08,52.63,46.33,6.3,2.3,-2.3,1,NA
5384642,2008_Pres-G_VA,2008,VA,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,11/2/08,1000,Democrat,51,Republican,47,NA,4,11/4/08,52.63,46.33,6.3,2.3,-2.3,1,NA
5384643,2008_Pres-G_VA,2008,VA,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,11/2/08,600,Democrat,51.7,Republican,45.3,NA,6.4,11/4/08,52.63,46.33,6.3,0.1,0.1,1,"previously listed as Zogby Analytics, telephone"
5384644,2008_Pres-G_WV,2008,WV,Pres-G,Pres-G,American Research Group,NA,11/2/08,600,Democrat,42,Republican,53,NA,-11,11/4/08,42.59,55.71,-13.12,2.12,2.12,1,NA
5384647,2008_Pres-G_US,2008,US,Pres-G,Pres-G,George Washington University (Battleground),NA,11/3/08,400,Democrat,49,Republican,44,NA,5,11/4/08,52.92,45.66,7.26,2.26,-2.26,1,NA
5384648,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Marist College,NA,11/3/08,804,Democrat,52,Republican,43,NA,9,11/4/08,52.92,45.66,7.26,1.74,1.74,1,NA
5385742,2012_Pres-G_CO,2012,CO,Pres-G,Pres-G,Grove Insight,NA,10/16/12,500,Democrat,47,Republican,44,NA,3,11/6/12,51.45,46.09,5.36,2.36,-2.36,1,NA
5385743,2012_Pres-G_CT,2012,CT,Pres-G,Pres-G,"Mason-Dixon Polling & Research, Inc.",NA,10/16/12,625,Democrat,49,Republican,42,NA,7,11/6/12,58.06,40.72,17.34,10.34,-10.34,1,NA
5385744,2012_Pres-G_CT,2012,CT,Pres-G,Pres-G,Public Policy Polling,NA,10/16/12,1015,Democrat,53,Republican,44,NA,9,11/6/12,58.06,40.72,17.34,8.34,-8.34,1,NA
5385745,2012_Pres-G_IA,2012,IA,Pres-G,Pres-G,Marist College,NA,10/16/12,1137,Democrat,51,Republican,43,NA,8,11/6/12,51.99,46.18,5.81,2.19,2.19,1,aka NBC/Marist
5385746,2012_Pres-G_MA,2012,MA,Pres-G,Pres-G,Public Policy Polling,NA,10/16/12,709,Democrat,57,Republican,39,NA,18,11/6/12,60.67,37.52,23.15,5.15,-5.15,1,NA
5385747,2012_Pres-G_MT,2012,MT,Pres-G,Pres-G,Public Policy Polling,NA,10/16/12,806,Democrat,43,Republican,53,NA,-10,11/6/12,41.66,55.3,-13.64,3.64,3.64,1,NA
5385748,2012_Pres-G_NV,2012,NV,Pres-G,Pres-G,Grove Insight,NA,10/16/12,500,Democrat,50,Republican,43,NA,7,11/6/12,52.36,45.68,6.68,0.32,0.32,1,NA
5385749,2012_Pres-G_NV,2012,NV,Pres-G,Pres-G,Mellman Group,NA,10/16/12,600,Democrat,51,Republican,43,NA,8,11/6/12,52.36,45.68,6.68,1.32,1.32,1,NA
5385750,2012_Pres-G_US,2012,US,Pres-G,Pres-G,George Washington University (Battleground),NA,10/16/12,1000,Democrat,47,Republican,49,NA,-2,11/6/12,51.01,47.15,3.86,5.86,-5.86,0,aka Politico/George Washington U.
5385751,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Public Policy Polling,NA,10/16/12,733,Democrat,49,Republican,48,NA,1,11/6/12,51.16,47.28,3.88,2.88,-2.88,1,NA
5385752,2012_Pres-G_WA,2012,WA,Pres-G,Pres-G,Public Policy Polling,NA,10/16/12,574,Democrat,50,Republican,45,NA,5,11/6/12,55.8,41.03,14.77,9.77,-9.77,1,NA
5385753,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,Marist College,NA,10/16/12,1013,Democrat,51,Republican,45,NA,6,11/6/12,52.83,45.89,6.94,0.94,-0.94,1,aka NBC/Marist
5385754,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,"Mason-Dixon Polling & Research, Inc.",NA,10/16/12,625,Democrat,48,Republican,46,NA,2,11/6/12,52.83,45.89,6.94,4.94,-4.94,1,NA
5385772,2012_Pres-G_CO,2012,CO,Pres-G,Pres-G,Public Policy Polling,NA,10/17/12,1000,Democrat,49.5,Republican,45.5,4,4,11/6/12,51.45,46.09,5.36,1.36,-1.36,1,NA
5385773,2012_Pres-G_MI,2012,MI,Pres-G,Pres-G,EPIC-MRA,NA,10/17/12,800,Democrat,52,Republican,46,NA,6,11/6/12,54.04,44.58,9.46,3.46,-3.46,1,NA
5385774,2012_Pres-G_MO,2012,MO,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/17/12,500,Democrat,43,Republican,54,NA,-11,11/6/12,44.28,53.64,-9.36,1.64,-1.64,1,NA
5385775,2012_Pres-G_NC,2012,NC,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/17/12,500,Democrat,46,Republican,52,NA,-6,11/6/12,48.35,50.39,-2.04,3.96,-3.96,1,NA
5385776,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/17/12,750,Democrat,49,Republican,48,NA,1,11/6/12,50.58,47.6,2.98,1.98,-1.98,1,NA
5385777,2012_Pres-G_OR,2012,OR,Pres-G,Pres-G,SurveyUSA,NA,10/17/12,579,Democrat,49,Republican,42,NA,7,11/6/12,54.24,42.15,12.09,5.09,-5.09,1,NA
5385778,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Google Consumer Surveys,NA,10/17/12,1916,Democrat,47.1,Republican,44.9,NA,2.2,11/6/12,51.01,47.15,3.86,1.66,-1.66,1,NA
5385789,2012_Pres-G_CA,2012,CA,Pres-G,Pres-G,Public Policy Institute of California,NA,10/18/12,993,Democrat,53,Republican,41,NA,12,11/6/12,60.16,37.07,23.09,11.09,-11.09,1,NA
5385790,2012_Pres-G_CA,2012,CA,Pres-G,Pres-G,Greenberg Quinlan Rosner/American Viewpoint,NA,10/18/12,1440,Democrat,54,Republican,40,0,14,11/6/12,60.16,37.07,23.09,9.09,-9.09,1,aka USC Dornsife/Los Angeles Times Poll
5385791,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,CNN/Opinion Research Corp.,NA,10/18/12,681,Democrat,48,Republican,49,NA,-1,11/6/12,49.9,49.03,0.87,1.87,-1.87,0,NA
5385792,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Fox News/Anderson Robbins Research/Shaw & Company Research,NA,10/18/12,1130,Democrat,45,Republican,48,NA,-3,11/6/12,49.9,49.03,0.87,3.87,-3.87,0,aka Fox News
5385793,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Grove Insight,NA,10/18/12,500,Democrat,48,Republican,45,NA,3,11/6/12,49.9,49.03,0.87,2.13,2.13,1,NA
5385794,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Public Policy Polling,NA,10/18/12,800,Democrat,47,Republican,48,NA,-1,11/6/12,49.9,49.03,0.87,1.87,-1.87,0,NA
5385795,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/18/12,750,Democrat,46,Republican,51,NA,-5,11/6/12,49.9,49.03,0.87,5.87,-5.87,0,NA
5385796,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,SurveyUSA,NA,10/18/12,600,Democrat,47,Republican,46,NA,1,11/6/12,49.9,49.03,0.87,0.13,0.13,1,NA
5385797,2012_Pres-G_IA,2012,IA,Pres-G,Pres-G,Public Policy Polling,NA,10/18/12,869,Democrat,48,Republican,49,NA,-1,11/6/12,51.99,46.18,5.81,6.81,-6.81,0,NA
5385798,2012_Pres-G_MN,2012,MN,Pres-G,Pres-G,St. Cloud State University,NA,10/18/12,601,Democrat,53,Republican,45,NA,8,11/6/12,52.65,44.96,7.69,0.31,0.31,1,NA
5385799,2012_Pres-G_NC,2012,NC,Pres-G,Pres-G,Grove Insight,NA,10/18/12,500,Democrat,47,Republican,44,NA,3,11/6/12,48.35,50.39,-2.04,5.04,5.04,0,NA
5385800,2012_Pres-G_ND,2012,ND,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/18/12,600,Democrat,40,Republican,54,NA,-14,11/6/12,38.69,58.32,-19.63,5.63,5.63,1,NA
5385801,2012_Pres-G_NH,2012,NH,Pres-G,Pres-G,Public Policy Polling,NA,10/18/12,1036,Democrat,48,Republican,49,NA,-1,11/6/12,51.98,46.4,5.58,6.58,-6.58,0,NA
5385802,2012_Pres-G_NJ,2012,NJ,Pres-G,Pres-G,SurveyUSA,NA,10/18/12,577,Democrat,54,Republican,40,NA,14,11/6/12,58.25,40.5,17.75,3.75,-3.75,1,NA
5385803,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Fox News/Anderson Robbins Research/Shaw & Company Research,NA,10/18/12,1131,Democrat,46,Republican,43,NA,3,11/6/12,50.58,47.6,2.98,0.02,0.02,1,aka Fox News
5385804,2012_Pres-G_TX,2012,TX,Pres-G,Pres-G,University of Texas,NA,10/18/12,540,Democrat,39,Republican,55,NA,-16,11/6/12,41.35,57.13,-15.78,0.22,-0.22,1,"previously listed as University of Texas, online"
5385805,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Gallup,NA,10/18/12,2700,Democrat,45,Republican,51,NA,-6,11/6/12,51.01,47.15,3.86,9.86,-9.86,0,NA
5385806,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Google Consumer Surveys,NA,10/18/12,1817,Democrat,46.3,Republican,45.7,NA,0.6,11/6/12,51.01,47.15,3.86,3.26,-3.26,1,NA
5385807,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Gravis Marketing,NA,10/18/12,805,Democrat,44,Republican,46,NA,-2,11/6/12,51.01,47.15,3.86,5.86,-5.86,0,NA
5385808,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Ipsos,NA,10/18/12,1368,Democrat,46,Republican,45,NA,1,11/6/12,51.01,47.15,3.86,2.86,-2.86,1,"previously listed as Ipsos, online"
5385809,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Public Policy Polling,NA,10/18/12,1200,Democrat,49,Republican,47,NA,2,11/6/12,51.01,47.15,3.86,1.86,-1.86,1,NA
5385810,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/18/12,1500,Democrat,47,Republican,48,NA,-1,11/6/12,51.01,47.15,3.86,4.86,-4.86,0,NA
5385811,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,CallFire,NA,10/18/12,624,Democrat,46,Republican,48,NA,-2,11/6/12,51.16,47.28,3.88,5.88,-5.88,0,NA
5385812,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/18/12,750,Democrat,47,Republican,50,NA,-3,11/6/12,51.16,47.28,3.88,6.88,-6.88,0,NA
5385813,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,Grove Insight,NA,10/18/12,500,Democrat,47,Republican,44,NA,3,11/6/12,52.83,45.89,6.94,3.94,-3.94,1,NA
5385814,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/18/12,500,Democrat,50,Republican,48,NA,2,11/6/12,52.83,45.89,6.94,4.94,-4.94,1,NA
5385832,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Angus Reid Global,NA,10/19/12,502,Democrat,44,Republican,49,NA,-5,11/6/12,49.9,49.03,0.87,5.87,-5.87,0,NA
5385833,2012_Pres-G_IA,2012,IA,Pres-G,Pres-G,Public Policy Polling,NA,10/19/12,660,Democrat,49,Republican,48,NA,1,11/6/12,51.99,46.18,5.81,4.81,-4.81,1,NA
5385834,2012_Pres-G_MI,2012,MI,Pres-G,Pres-G,Angus Reid Global,NA,10/19/12,551,Democrat,49,Republican,40,NA,9,11/6/12,54.04,44.58,9.46,0.46,-0.46,1,NA
5385835,2012_Pres-G_NH,2012,NH,Pres-G,Pres-G,University of New Hampshire,NA,10/19/12,773,Democrat,51,Republican,42,NA,9,11/6/12,51.98,46.4,5.58,3.42,3.42,1,NA
5385836,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Angus Reid Global,NA,10/19/12,550,Democrat,45,Republican,45,NA,0,11/6/12,50.58,47.6,2.98,2.98,-2.98,0.5,NA
5385837,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Gravis Marketing,NA,10/19/12,1943,Democrat,47,Republican,47,NA,0,11/6/12,50.58,47.6,2.98,2.98,-2.98,0.5,NA
5385838,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Public Policy Polling,NA,10/19/12,532,Democrat,49,Republican,48,NA,1,11/6/12,50.58,47.6,2.98,1.98,-1.98,1,NA
5385839,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Quinnipiac University,NA,10/19/12,1548,Democrat,50,Republican,45,NA,5,11/6/12,50.58,47.6,2.98,2.02,2.02,1,NA
5385840,2012_Pres-G_PA,2012,PA,Pres-G,Pres-G,Angus Reid Global,NA,10/19/12,559,Democrat,48,Republican,39,NA,9,11/6/12,51.96,46.58,5.38,3.62,3.62,1,NA
5385841,2012_Pres-G_PA,2012,PA,Pres-G,Pres-G,Muhlenberg College,NA,10/19/12,444,Democrat,50,Republican,45,NA,5,11/6/12,51.96,46.58,5.38,0.38,-0.38,1,NA
5385842,2012_Pres-G_TN,2012,TN,Pres-G,Pres-G,Middle Tennessee State University,NA,10/19/12,609,Democrat,34,Republican,59,NA,-25,11/6/12,39.04,59.42,-20.38,4.62,-4.62,1,NA
5385843,2012_Pres-G_US,2012,US,Pres-G,Pres-G,CBS News/New York Times,NA,10/19/12,790,Democrat,48,Republican,46,NA,2,11/6/12,51.01,47.15,3.86,1.86,-1.86,1,CBS News only
5385844,2012_Pres-G_US,2012,US,Pres-G,Pres-G,IBD/TIPP,NA,10/19/12,885,Democrat,47.4,Republican,43.4,NA,4,11/6/12,51.01,47.15,3.86,0.14,0.14,1,NA
5385845,2012_Pres-G_US,2012,US,Pres-G,Pres-G,NBC News/Wall Street Journal,NA,10/19/12,816,Democrat,47,Republican,47,NA,0,11/6/12,51.01,47.15,3.86,3.86,-3.86,0.5,NA
5385846,2012_Pres-G_US,2012,US,Pres-G,Pres-G,RAND (American Life Panel),NA,10/19/12,3500,Democrat,48.26,Republican,46.36,NA,1.9,11/6/12,51.01,47.15,3.86,1.96,-1.96,1,NA
5385847,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,10/19/12,800,Democrat,49.7,Republican,47.3,NA,2.4,11/6/12,51.01,47.15,3.86,1.46,-1.46,1,"; previously listed as Zogby Analytics, telephone"
5385848,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Public Policy Polling,NA,10/19/12,500,Democrat,49,Republican,47,NA,2,11/6/12,51.16,47.28,3.88,1.88,-1.88,1,NA
5385849,2012_Pres-G_WA,2012,WA,Pres-G,Pres-G,Strategies 360,NA,10/19/12,500,Democrat,52,Republican,39,NA,13,11/6/12,55.8,41.03,14.77,1.77,-1.77,1,NA
5385850,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,Angus Reid Global,NA,10/19/12,502,Democrat,48,Republican,43,NA,5,11/6/12,52.83,45.89,6.94,1.94,-1.94,1,NA
5385876,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Mellman Group,NA,10/20/12,800,Democrat,47,Republican,47,NA,0,11/6/12,49.9,49.03,0.87,0.87,-0.87,0.5,NA
5385877,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Pharos Research Group,NA,10/20/12,759,Democrat,46.77,Republican,46.64,NA,0.13,11/6/12,49.9,49.03,0.87,0.74,-0.74,1,NA
5385878,2012_Pres-G_IN,2012,IN,Pres-G,Pres-G,Pharos Research Group,NA,10/20/12,754,Democrat,38.33,Republican,51.46,NA,-13.13,11/6/12,43.84,54.04,-10.2,2.93,-2.93,1,NA
5385879,2012_Pres-G_MA,2012,MA,Pres-G,Pres-G,Kimball Political Consulting,NA,10/20/12,761,Democrat,55,Republican,39,NA,16,11/6/12,60.67,37.52,23.15,7.15,-7.15,1,NA
5385880,2012_Pres-G_MO,2012,MO,Pres-G,Pres-G,Public Policy Polling,NA,10/20/12,582,Democrat,46,Republican,52,NA,-6,11/6/12,44.28,53.64,-9.36,3.36,3.36,1,NA
5385881,2012_Pres-G_MT,2012,MT,Pres-G,Pres-G,Pharos Research Group,NA,10/20/12,828,Democrat,41.3,Republican,47.46,NA,-6.16,11/6/12,41.66,55.3,-13.64,7.48,7.48,1,NA
5385882,2012_Pres-G_ND,2012,ND,Pres-G,Pres-G,Pharos Research Group,NA,10/20/12,807,Democrat,39,Republican,49,NA,-10,11/6/12,38.69,58.32,-19.63,9.63,9.63,1,NA
5385883,2012_Pres-G_NE,2012,NE,Pres-G,Pres-G,Pharos Research Group,NA,10/20/12,783,Democrat,41,Republican,51,NA,-10,11/6/12,38.03,59.8,-21.77,11.77,11.77,1,NA
5385884,2012_Pres-G_NH,2012,NH,Pres-G,Pres-G,Lake Research Partners,NA,10/20/12,400,Democrat,48,Republican,45,NA,3,11/6/12,51.98,46.4,5.58,2.58,-2.58,1,aka Lake Research Partners
5385885,2012_Pres-G_NY,2012,NY,Pres-G,Pres-G,Marist College,NA,10/20/12,565,Democrat,61,Republican,35,NA,26,11/6/12,63.35,35.17,28.18,2.18,-2.18,1,NA
5385886,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Pharos Research Group,NA,10/20/12,810,Democrat,50,Republican,45,NA,5,11/6/12,50.58,47.6,2.98,2.02,2.02,1,NA
5385887,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Suffolk University,NA,10/20/12,600,Democrat,47,Republican,47,1,0,11/6/12,50.58,47.6,2.98,2.98,-2.98,0.5,NA
5385888,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,TCJ Research,NA,10/20/12,1000,Democrat,47,Republican,49.7,NA,-2.7,11/6/12,50.58,47.6,2.98,5.68,-5.68,0,NA
5385889,2012_Pres-G_PA,2012,PA,Pres-G,Pres-G,Pharos Research Group,NA,10/20/12,760,Democrat,49,Republican,46,NA,3,11/6/12,51.96,46.58,5.38,2.38,-2.38,1,NA
5385890,2012_Pres-G_US,2012,US,Pres-G,Pres-G,American Research Group,NA,10/20/12,1200,Democrat,47,Republican,49,NA,-2,11/6/12,51.01,47.15,3.86,5.86,-5.86,0,NA
5385891,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Greenberg Quinlan Rosner (Democracy Corps),NA,10/20/12,1000,Democrat,49,Republican,46,NA,3,11/6/12,51.01,47.15,3.86,0.86,-0.86,1,aka Democracy Corps
5385892,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Monmouth University,NA,10/20/12,1402,Democrat,45,Republican,48,NA,-3,11/6/12,51.01,47.15,3.86,6.86,-6.86,0,aka Monmouth U.
5385893,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Pharos Research Group,NA,10/20/12,918,Democrat,49.67,Republican,47.39,NA,2.28,11/6/12,51.01,47.15,3.86,1.58,-1.58,1,NA
5385894,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Public Policy Polling,NA,10/20/12,1300,Democrat,48,Republican,48,NA,0,11/6/12,51.01,47.15,3.86,3.86,-3.86,0.5,aka PPP/Daily Kos/SEIU
5385895,2012_Pres-G_US,2012,US,Pres-G,Pres-G,TCJ Research,NA,10/20/12,1500,Democrat,45.8,Republican,50.2,NA,-4.4,11/6/12,51.01,47.15,3.86,8.26,-8.26,0,NA
5385896,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Mellman Group,NA,10/20/12,800,Democrat,46,Republican,45,NA,1,11/6/12,51.16,47.28,3.88,2.88,-2.88,1,NA
